Category,Resume

Database,"Education Details 
January 2016 BSc.  Mumbai, Maharashtra Mumbai University
January 2013 H.S.C.   Maharashtra Board
January 2011 S.S.C.   Maharashtra Board
MySQL Database Administrator 

2+ Years of experience in MySQL Database Administrator ( MySQL DBA)
Skill Details 
MySQL DBA , Centos , Backup , Restore , Replication , Query Optimazation- Experience - 24 monthsCompany Details 
company - Trimax IT Infrastructure & Services Ltd
description -   MYSQL Installation, maintenance and Upgrades (Version 5.5 , 5.6)
  MySQL database administration on a large scale MySQL installation
  Experience with MySQL on both Linux and Windows
  MySQL processes, security management and queries optimization.
  Performed query analysis for slow and problematic queries.
  Performed Structural changes to Database like creating tables, adding columns according to business requirement
  Creating and Maintaining w Database Maintenance Plans.



  Writing scripts to Create Jobs for Backup & Restore Plans.
  Working on MYISAM to INNODB engine.
  Working on Server shifting , tuning parameter , database purging
  Working on Mysql master slave Replication
  Handling Release management and user acceptance.
  Restore using xtrabackup.
  Responsibilities include monitoring daily, weekly and monthly system maintenance tasks such as database backup, replication verification, database integrity verification and indexing updates
  Work in 24/7 production database support.
company - Trimax IT Infrastructure & Services Ltd
description -   MYSQL Installation, maintenance and Upgrades (Version 5.5 , 5.6)
  MySQL database administration on a large scale MySQL installation
  Experience with MySQL on both Linux and Windows
  MySQL processes, security management and queries optimization.
  Performed query analysis for slow and problematic queries.
  Performed Structural changes to Database like creating tables, adding columns according to business requirement
  Creating and Maintaining w Database Maintenance Plans.



  Writing scripts to Create Jobs for Backup & Restore Plans.
  Working on MYISAM to INNODB engine.
  Working on Server shifting , tuning parameter , database purging
  Working on Mysql master slave Replication
  Handling Release management and user acceptance.
  Restore using xtrabackup.
  Responsibilities include monitoring daily, weekly and monthly system maintenance tasks such as database backup, replication verification, database integrity verification and indexing updates
  Work in 24/7 production database support."

Database,"TECHNICAL SKILL: Operating System LINUX, Windows Server 2012 R2, Windows 98, Windows 2000/ XP Tools & Utility Packages SQL* Loader, SQL*PLUS, OEM, Datapump, expdp/impdp, PLSQL Developer, Jenkins Database Oracle 10g, Oracle 11g, Oracle 12c Scripting UNIX Shell Scripting Language SQL Education Details 
January 2011 M.B.A.  Amravati, Maharashtra Amravati University
January 2007 B.C.A.  Nagpur, Maharashtra Nagpur University
Oracle Database Administrator 

ORACLE DATABASE ADMINISTRATOR ON LINUX/MICROSOFT WITH 4 YEARS EXPERIENCE.
Skill Details 
ORACLE- Experience - 48 months
LINUX- Experience - 6 months
ORACLE DBA- Experience - Less than 1 year months
RAC- Experience - Less than 1 year months
GOLDEN GATE- Experience - Less than 1 year months
ASM- Experience - Less than 1 year months
DATAGUARD- Experience - Less than 1 year monthsCompany Details 
company - TIETO INDIA PVT. LTD
description - Pune From Fwebruary 2015 till present

Project Profile:
Oil and Gas unit of Tieto India Pvt. Ltd. is working for Environmental Components (EC) application. Tieto is the authorized service provider in EC. Energy Components is a complete end-to-end hydrocarbon accounting solution following the hydrocarbons from production to transport, sales and revenue recognition. Globally market-leading hydrocarbon accounting software with functionality coverage exceeding other available solutions. Modern, flexible and scalable technology platform. Selected as the global standard and best practice by oil & gas super majors.
Responsibilities:  Oracle Database Administration 11g R2, 12c and 18c  Supporting databases in 24x7 environments and coordinate with Application, OS, Storage and Development Teams. Test and Production environments  Regularly monitoring the trace files and Alert log files for database related issues.
 Experience in monitoring the CPU usage, IO and memory utilization at OS level.
 Checking the Alert log file to analyze the ORA errors if any to raise SR with Oracle.
 Monitoring the log files, backups, database space usage and the use of system resources.
 Configuring Backup (RMAN) for database and restoring database.
 Installation, configuring and updating Oracle server software and related Oracle products of 11g and 12C.
 Oracle Server installation, client installation and configuration, PLSQL developer installation.
 Creating database using DBCA and manually.
 Creating of Oracle user and granting proper privileges to user as per request.
 Creating AWR, ASH and ADDM reports for database performance analysis.
 Handling space management and performance issues in Oracle databases.
 Creating remote database link.
 Renaming and resizing of data files in Oracle database if needed.
 Tablespace shrinking with regular time interval to reclaim server space.
 Expertise in Export and Import using data pump in Oracle database.
 Expertise in Configuration of Listener and Tnsnames through NETMGR and NETCA and statically also.
 Managing Oracle Listener and Oracle Network Files.
 Creating user Profiles, granting specific privileges and roles to the users in Oracle database.
 Maintaining tablespaces & data files, Control files, Online Redo log files in Oracle database.
 Worked on AWS cloud services like EC2, S3, RDS, ELB, wEBS, VPC, Route53, Auto, Cloud watch, Cloud Front, IAM for installing configuring and troubleshooting on various Amazon images for server migration from physical into cloud."

Database,"Technical Skills Databases: Oracle RDBMS- 10g, 11g & 12c Technology/utilities: Data Pump, RMAN, Data guard, ASM, RAC, Golden Gate Tools: OCC, PUTTY, SQLPLUS, SQL Developer, Netbackup, SCOM, SCCM, VMWare Vsphere Operating Systems: RHEL 6.0, RHEL 6.5, UNIX and Microsoft WindowsEducation Details 

Database Administrator 

Database Administrator - BNY Mellon
Skill Details 
DATABASES- Experience - 24 months
ORACLE- Experience - 24 months
RMAN- Experience - 24 months
NETBACKUP- Experience - 24 months
SCOM- Experience - 24 monthsCompany Details 
company - BNY Mellon
description - Databases: 600+
Team Size: 8
Duration: Jan 2017 - Till Date
Clients: Over 130+ investment banking organizations who are hosted with Eagle

Responsibilities: Database Management (Support and managing critical production, Pre-production, test and reporting databases in different platforms), Capacity Management Upgrades.
 Handling day to day database activities monitoring and incident management.
 Building new databases as per the requirement and prepare them for go live with the help of multiple teams.
 Working on scheduled activity of database patching (CPU, PSU)  Installing latest path on production, Dev and Test databases as per the suggestion from Oracle support.
 Database Upgrade from 11g and to 12c.
 Adding disks to ASM disk groups.
 Building DR database using Active Data guard, Make it sync with prod and resolving issues if persists  Data Guard Management- Checking lagging status, removing lagging of archives, checking processes like RFS/MRP, Archives Management  Working on tablespace related issues  Managing user access and profiles  Importing and exporting using datapump  Maintaining inventory of all databases in the single centralize database  Refreshing test environment from production database.
 Working with Oracle Support to resolve oracle errors.
 Schedule daily and weekly databases backup using RMAN, Troubleshooting in RMAN issues.
 Database cloning using RMAN.
 Take part in cutover to upgrade application to higher version.
 Strictly following ITIL process in incident management and change management.
 Providing weekly report of issues in team meeting also participating and suggesting service improvement plans.
 Database Migrations from one server to another or to different platforms  RCA and impact analysis reporting during any production outage.

Previous Organization: Brose India
Project I: Central IT Management
company - 
description - Responsibilities: Managing our internal databases and servers of Brose global.
 Providing 24x7 on-call support in the rotational shifts.
 Performing day-to-day database activity  Monitoring and responding DBA group Mails for all alerts, issues and ad-hoc business user requests, etc.
 Database creation, patching  Backup of Database in frequent cycles using Data pump/RMAN.
 Database refreshes using RMAN, Datapump.
 Recovery using copy of data / RMAN  Monitoring logs and trace for resolving issues.
 Creating new VM servers and prepare it for go live, Also decommissioning as per requirements.
 Weekly patching of windows servers using SCCM and taking actions for patching if needed  Monitoring and troubleshooting of daily and weekly OS backup using Symantec Netbackup  Managing user accounts of OS users and database users  Monitoring OS level alerts using SCOM

Project II: Data Center Migration (Onsite Project)
Responsibilities: Data center migration was one of activity for migration of our datacenter from one location to another. Where our all servers and databases were moved successfully.
 Installation of Oracle 11g on Linux platforms  Worked on service requests (Incidents / Change / Request)  Creation of users, managing user privileges  Configured RMAN backup for databases  Patching of databases  Configuring physical standby database using Dataguard  Cloning of servers and migrate to another cluster

ACADEMIA / PERSONAL DETAILS  Bachelor of Engineering (B.E.) in Computer Science and Engineering From SGBAU Amravati University, Amravati in 2014 with CGPA of 7.21

Current Address:-       Mr. Yogesh Tikhat, C/O: Raj Ahmad, Flat# G2-702, Dreams Aakruti, Kalepadal, Hadapsar, Pune - 411028
Highest Qualification   BE (cse)

PAN: -                  AOFPT5052C"

Database,"Software Skills: * RDBMS: MS SQL SERVER 2000/2005/2008 & 2012, 2014 * Operating Systems: WINDOWS XP/7, WINDOWS SERVER 2008, 12 * Fundamentals: MS Office 03/07 * Tools: SSMS, Performance Monitor, Sql profiler, SQL lite speed. Company name: Barclays Technology Centre India. Team Size: 24 Role: Database Administrator Support Description: Barclays Technology is a UK based retail & invest bank and 300 years of old bank.. It has operations in over 40 countries and employs approximately 120, 000 people. Barclays is organised into four core businesses: Personal & Corporate (Personal Banking, Corporate Banking, Wealth & Investment Management), Barclaycard, Investment Banking. Responsibilities:  Attending various calls from all over the world on various database issues.  Working on Wweb Gui alerts and resolving incident tickets within the time lines.  Troubleshoooting log shipping issues and fixing the related alerts.  Identifying and Resolving Blocking and locking related issues.  Configuration and monitoring Replication, Log shipping and mirroring setup.  Working on replication issues and Always ON issue.  Granting and revoking permissions on various account provisioning tasks.  Working on call support during the weekend and performing DR test's. and working on weekly maintenance jobs and weekend change requests. Education Details 
 B.Sc. Maths  Kakatiya University Board secured
SQL server database administrator 

Database administrator
Skill Details 
DATABASE- Experience - 120 months
DATABASE ADMINISTRATOR- Experience - 72 months
MAINTENANCE- Experience - 48 months
MS SQL SERVER- Experience - 48 months
REPLICATION- Experience - 48 monthsCompany Details 
company - Barclays global services centre
description - SQL server databases implementation and maintenances

Log shipping, replication, High availability, clustering, performance tuning, database mirroring, Installation, configuration, upgradation, migration
company - Wipro Infotech Pvt Ltd
description - SQL server database administrator
company - CITI Bank
description - Worked as Database Support at Accord Fintech, Sanpada from Sep 2008 to 2013 Fweb.
company - 
description - 2012.
      Sound knowledge in Database Backup, Restore, Attach, and Detach and Disaster Recovery procedures.
      Developed backup and recovery strategies for production environment.
      Ensuring data consistency in the database through DBCC and DMV commands.
      Experience in query tuning and stored procedures and troubleshooting performance issues.
      Having hands on experience in DR process including log shipping and database mirroring.
      Experience in scheduling   monitoring of Jobs.
      Experience in configure and troubleshooting in Always ON.
      Creating and Maintaining of Maintenance Plan.
      Expertise in planning and implementing MS SQL Server Security and Database permissions.
      Clear understanding of Implementation of Log Shipping, Replication and mirroring of databases between the servers.
      Performance Tuning (Performance Monitor, SQL Profiler Query Analyzer)       Security for server & Databases Implementing security by creating roles/users,
Added users in roles, assigning rights to roles.
      Create and maintaining the linked servers between sql Instances.
      Create and maintaining and Database mail.
      Monitor and troubleshoot database issues.
      Creating DTS packages for executing the required tasks.
      Experts in create indexes, Maintaining indexes and rwebuilds and reorganizes.
      Daily Maintenance of SQL Servers included reviewing
SQL error logs, Event Viewer."


Database,"Education Details 
May 2011 to May 2014 Bachelor of science Information technology Mumbai, Maharashtra Mumbai university
Oracle DBA 

Oracle database administrator
Skill Details 
Installation of Oracle on RH Linux & Windows. Creating/Managing user profiles and analyzing their privileges and tablespace quotas Backup of database Logical and Physical procedures. Recovery of database in case of database crash, disk/media failure, etc. Standard DBA functions like space management, Rollback segments, Extents. Database Management and Monitoring the database. Willing to learn new things. Being a constructive team member, contributing practically to the success of the team.- Experience - 48 monthsCompany Details 
company - Accelya kale solutions ltd
description - Database Administrator working in 24*7 support environment maintaining Databases running on Oracle 11g, 12c.
Database Up-gradation from Oracle 11g to Oracle 12c.
Installation of Database critical patches.
Taking cold and hot backups on scheduled times and monitoring backups.
Importing the export dump to another database as per demands.
Automating most of the daily activities through cronjobs, shell scripts or schedulers.
Making Plan of Actions for Various Activities.
Raising SR with Oracle Support for different severity issues.
Handling the User's request and proper client interaction.
Monitoring & managing database growth, tablespaces, adding ,resizing and renaming the datafiles.
Restoration of database using RMAN backups for backup consistency checks.
Migration of Database using export / import and RMAN backups.
Configuring & managing Physical Standby database.
Creating database links, Tablespaces, database directories.
Managing network settings through listener.ora and tnsnames.ora files.
Restoration of data using old logical backup as per client request.
Schema replication across databases through data pump tool.
Taking cold and hot backups on scheduled times and monitoring backups
Taking EXPDP of database, database objects and a particular schema
Using SCP ticketing tool in order keeping track of client requests. w 
Performing Maintenance Activities such as Index Rwebuilding and stats gather.
Troubleshooting the Basic Level w performance issues w 
Setting up a new environment w from database perspective within the requested timelines
Adding/Deleting disks in ASM and monitoring the ASM diskgroups.
Creating users & privileges with appropriate roles and levels of security. w 
Database Administrator working in 24*7 support environment maintaining Databases running on Oracle 11g, 12c.
Performing database online and offline database re-organization for database enhancement. w 
Migrating database from Non-ASM to ASM file system.
Grid up-gradation from 11g to 12C.
company - Insolutions Global Ltd
description - Oracle software installation(graphical/silent),Database upgrade,Patch upgrade.
Maintaining around 80+ UAT DB servers, 40 production DB and 28 standby/DR DB.
Managing/creating DR & standby servers, DB sync.
Backup and recovery (RMAN/ Datapump).
Performing activities like switchover and failover .
Allocating system storage and planning future storage requirements for the database system
Enrolling users and maintaining system security.
Monitoring Alert log, Snap ID generation, db size, Server space, OEM reports, User validity.
Controlling and monitoring user access to the database .
Scheduling shell scripts or dbms_jobs using Crontab or DBMS_SCHEDULER (monitoring script, listener check, backup script, AWR reports) etc.
Planning for backup and recovery of database.
Managing the production database for Oracle and SQL Server and resize the space of database/Datafiles/Tablespace/Transactional Logs.
Managing Temp and Undo tablespaces.
Creating primary database storage structures (tablespaces) after application developers have designed an application."

Hadoop,"Education Details 

Hadoop Developer 

Hadoop Developer - INFOSYS
Skill Details 
Company Details 
company - INFOSYS
description - Project Description: The banking information had stored the data in different data ware house systems for each department but it becomes difficult for the organization to manage the data and to perform some analytics on the past data, so it is combined them into a single global repository in Hadoop for analysis.

Responsibilities:
        Analyze the banking rates data set.
        Create specification document.
        Provide effort estimation.
        Develop SPARK Scala, SPARK SQL Programs using Eclipse IDE on Windows/Linux environment.
        Create KPI's test scenarios, test cases, test result document.
        Test the Scala programs in Linux Spark Standalone mode.
        setup multi cluster on AWS, deploy the Spark Scala programs
        Provided solution using Hadoop ecosystem - HDFS, MapReduce, Pig, Hive, HBase, and Zookeeper.
        Provided solution using large scale server-side systems with distributed processing algorithms.
        Created reports for the BI team using Sqoop to export data into HDFS and Hive.
        Provided solution in supporting and assisting in troubleshooting and optimization of MapReduce jobs and
Pig Latin scripts.
        Deep understanding of Hadoop design principles, cluster connectivity, security and the factors that affect
system performance.
        Worked on Importing and exporting data from different databases like Oracle, Teradata into HDFS and Hive
using Sqoop, TPT and Connect Direct.
        Import and export the data from RDBMS to HDFS/HBASE
        Wrote script and placed it in client side so that the data moved to HDFS will be stored in temporary file and then it will start loading it in hive tables.
        Developed the Sqoop scripts in order to make the interaction between Pig and MySQL Database.
        Involved in developing the Hive Reports, Partitions of Hive tables.
        Created and maintained technical documentation for launching HADOOP Clusters and for executing HIVE
queries and PIG scripts.
        Involved in running Hadoop jobs for processing millions of records of text data

Environment: Java, Hadoop, HDFS, Map-Reduce, Pig, Hive, Sqoop, Flume, Oozie, HBase, Spark, Scala,
Linux, NoSQL, Storm, Tomcat, Putty, SVN, GitHub, IBM WwebSphere v8.5.

Project #1: TELECOMMUNICATIONS
Hadoop Developer

Description To identify customers who are likely to churn and 360-degree view of the customer is created from different heterogeneous data sources. The data is brought into data lake (HDFS) from different sources and analyzed using different Hadoop tools like pig and hive.

Responsibilities:
        Installed and Configured Apache Hadoop tools like Hive, Pig, HBase and Sqoop for application development and unit testing.
        Wrote MapReduce jobs to discover trends in data usage by users.
        Involved in database connection using SQOOP.
        Involved in creating Hive tables, loading data and writing hive queries Using the HiveQL.
        Involved in partitioning and joining Hive tables for Hive query optimization.
        Experienced in SQL DB Migration to HDFS.
        Used NoSQL(HBase) for faster performance, which maintains the data in the De-Normalized way for OLTP.
        The data is collected from distributed sources into Avro models. Applied transformations and standardizations and loaded into HBase for further data processing.
        Experienced in defining job flows.
        Used Oozie to orchestrate the workflow.
        Implemented Fair schedulers on the Job tracker to share the resources of the Cluster for the Map Reduce
jobs given by the users.
        Exported the analyzed data to the relational databases using HIVE for visualization and to generate reports for the BI team.

Environment: Hadoop, Hive, Linux, MapReduce, HDFS, Hive, Python, Pig, Sqoop, Cloudera, Shell Scripting,
Java (JDK 1.6), Java 6, Oracle 10g, PL/SQL, SQL*PLUS"

Hadoop,"Skill Set: Hadoop, Map Reduce, HDFS, Hive, Sqoop, java. Duration: 2016 to 2017. Role: Hadoop Developer Rplus offers an quick, simple and powerful cloud based Solution, Demand Sense to accurately predict demand for your product in all your markets which Combines Enterprise and External Data to predict demand more accurately through Uses Social Conversation and Sentiments to derive demand and Identifies significant drivers of sale out of hordes of factors that Selects the best suited model out of multiple forecasting models for each product. Responsibilities:   Involved in deploying the product for customers, gathering requirements and algorithm optimization at backend of the product.   Load and transform Large Datasets of structured semi structured.   Responsible to manage data coming from different sources and application   Supported Map Reduce Programs those are running on the cluster   Involved in creating Hive tables, loading with data and writing hive queries which will run internally in map reduce way.Education Details 

Hadoop Developer 

Hadoop Developer - Braindatawire
Skill Details 
APACHE HADOOP HDFS- Experience - 49 months
APACHE HADOOP SQOOP- Experience - 49 months
Hadoop- Experience - 49 months
HADOOP- Experience - 49 months
HADOOP DISTRIBUTED FILE SYSTEM- Experience - 49 monthsCompany Details 
company - Braindatawire
description - Technical Skills:
    Programming: Core Java, Map Reduce, Scala
    Hadoop Tools: HDFS, Spark, Map Reduce, Sqoop, Hive, Hbase
    Database: MySQL, Oracle
    Scripting: Shell Scriptingt
    IDE: Eclipse
    Operating Systems: Linux (CentOS), Windows
    Source Control: Git (Github)"

Hadoop,"  Operating systems:-Linux- Ubuntu, Windows 2007/08   Other tools:- Tableau, SVN, Beyond Compare.Education Details 
January 2016 Bachelors of Engineering Engineering  Gujarat Technological University
Systems Engineer/Hadoop Developer 

Systems Engineer/Hadoop Developer - Tata Consultancy Services
Skill Details 
Hadoop,Spark,Sqoop,Hive,Flume,Pig- Experience - 24 monthsCompany Details 
company - Tata Consultancy Services
description - Roles and responsibility:

Working for a American pharmaceutical company (one of the world's premier
biopharmaceutical) who develops and produces medicines and vaccines for a wide range of medical
disciplines, including immunology, oncology, cardiology, endocrinology, and neurology. To handle large
amount of United Healthcare data big data analytics is used. Data from all possible data sources like records of all Patients(Old and New), records of medicines, Treatment Pathways & Patient Journey for
Health Outcomes, Patient Finder (or Rare Disease Patient Finder), etc being gathered, stored and processed at one place.

      Worked on cluster with specs as:
o    Cluster Architecture: Fully
Distributed Package Used:
CDH3
o    Cluster Capacity: 20 TB
o    No. of Nodes: 10 Data Nodes + 3 Masters + NFS Backup For NN

      Developed proof of concepts for enterprise adoption of Hadoop.
    Used SparkAPI over Cloudera Hadoop YARN to perform analytics on the Healthcare data in Cloudera
distribution.
    Responsible for cluster maintenance, adding and removing cluster nodes, cluster monitoring and trouble-shooting, manage and review data backups, and reviewing Hadoop log files.
    Imported & exported large data sets of data into HDFS and vice-versa using sqoop.
    Involved developing the Pig scripts and Hive Reports
    Worked on Hive partition and bucketing concepts and created hive external and Internal tables with Hive
partition.Monitoring Hadoop scripts which take the input from HDFS and load the data into Hive.
    Developed Spark scripts by using Scala shell commands as per the requirement and worked with both
Data frames/SQL/Data sets and RDD/MapReduce in Spark. Optimizing of existing algorithms in Hadoop
using SparkContext, Spark-SQL, Data Frames and RDD's.
    Collaborated with infrastructure, network, database, application and BI to ensure data, quality and availability.
    Developed reports using TABLEAU and exported data to HDFS and hive using Sqoop.
    Used ORC & Parquet file formats for serialization of data, and Snappy for the compression of the data.

Achievements

    Appreciation for showing articulate leadership qualities in doing work with the team.
    Completed the internal certification of TCS Certified Hadoop Developer.

Ongoing Learning
    Preparing and scheduled the Cloudera Certified Spark Developer CCA 175."

Hadoop,"Areas of expertise   Big Data Ecosystems: Hadoop-HDFS, MapReduce, Hive, Pig, Sqoop, HBase Oozie, Spark, Pyspark, HUE and having knowledge on cassandra   Programming Languages: Python, Core Java and have an idea on Scala   Databases: Oracle 10g, MySQL, Sqlserver NoSQL - HBase, Cassandra   Tools: Eclipse, Toad, FTP, Tectia, Putty, Autosys, Anaconda, Jupyter notwebool and Devops - RTC, RLM.   Scripting Languages: JSP   Platforms: Windows, UnixEducation Details 
 M.Tech (IT-DBS) B.Tech (CSE)  SRM University
Software Engineer 

Software Engineer - Larsen and Toubro
Skill Details 
Company Details 
company - Larsen and Toubro
description - Worked as a Software Engineer in Technosoft Corporation, Chennai from Aug 2015 to sep 2016.
company - Current Project
description - Duration: September 2016 to Till date
Vendor: Citi bank
Description:
Citibank's (Citi) Anti-Money Laundering (AML) Transaction Monitoring (TM) program is a future state solution and a rules-based system for transaction monitoring of ICG-Markets business.
Roles and Responesbilities:
  Building and providing domain knowledge for Anti Money Laundering among team members.
  The layered architecture has Data Warehouse and Workspace layers which are used by Business Analysts.
  Actively involved in designing of star-schema model involving various Dimensions and Fact tables.
  Designed SCD2 for maintaining history of the DIM data.
  Developing Hive Queries for mapping data between different layers of architecture, and it's usage in Oozie Workflows.
  Integration with Data Quality and Reconciliation Module.
  Regression and Integration testing of solution for any issues in integration with other modules and effectively testing the data flow from layer-to-layer.
  Transaction monitoring system development to generate Alerts for the suspicious and fraudulent transactions based on requirements provide by BAs.
  Developing spark Jobs for various business rules.
  Learning ""Machine Learning"", which will be used further in the project for developing an effective model for Fraud detection for Anti Money Laundering system.
  Scheduling Jobs using Autosys tool.
  Deployment and Code Management using RTC and RLM(Release Lifecycle Management)

Hadoop Developer
#  Current Project: PRTS - RAN
Environment: Hadoop 2.x, HDFS, Yarn, Hive, Sqoop, HBase, Tez, Tableau, Sqlserver, Teradata
Cluster Size: 96 Node Cluster.
Distribution: Horton works - HDP2.3
company - Alcatel lucent
description - 1X) and  Ruckus Wireless
Description:
The scope of this project is to maintain and store the operational and parameters data collected from the multiple vendors networks by the mediation team into the OMS data store and make it available for RF engineers to boost the network performance.
Responsibilities:
  Working with Hadoop Distributed File System.
  Involved in importing data from MySQL to HDFS using SQOOP.
  Involved in creating Hive tables, loading with data and writing hive queries which will run  on top of  Tez execution Engine.
  Involved in Preparing Test cases Document.
  Involved in Integrating Hive and HBase to store the operational data.
  Monitoring the Jobs through Oozie.
company - Current Project
description - Anti - Money laundering
Environment: Hadoop 2.x, HDFS, Yarn, Hive, Oozie, Spark, Unix, Autosys, Python, RTC, RLM, ETL Framwe work
Cluster Size: 56 Node Cluster.
Distribution: Cloudera 5.9.14"

Hadoop,"Technical Skill Set: Programming Languages Apache Hadoop, Python, shell scripting, SQL Technologies Hive, Pig, Sqoop, Flume, Oozie, Impala, hdfs Tools Dataiku, Unravel, Cloudera, Putty, HUE, Cloudera Manager, Eclipse, Resource Manager Initial Learning Program: Tata Consultancy Services: June 2015 to August 2015 Description: This is a learning program conducted by TCS for the newly joined employees, to accomplish them to learn the working standard of the organization. During this period employee are groomed with various technical as well as ethical aspects. Education Details 
 B.E. Electronics & Communication Indore, Madhya Pradesh Medi-caps Institute of Technology & Management
Hadoop developer 

hadoop,hive,sqoop,flume,pig,mapreduce,python,impala,spark,scala,sql,unix.
Skill Details 
APACHE HADOOP SQOOP- Experience - 31 months
Hadoop- Experience - 31 months
HADOOP- Experience - 31 months
Hive- Experience - 31 months
SQOOP- Experience - 31 months
python- Experience - Less than 1 year months
hdfs- Experience - Less than 1 year months
unix- Experience - Less than 1 year months
impala- Experience - Less than 1 year months
pig- Experience - Less than 1 year months
unravel- Experience - Less than 1 year months
mapreduce- Experience - Less than 1 year months
dataiku- Experience - Less than 1 year monthsCompany Details 
company - Tata Consultancy Services
description - Project Description
Data warehouse division has multiple products for injecting, storing, analysing and presenting data. The Data Lake program is started to provide multi-talent, secure data hub to store application's data on Hadoop platform with strong data governance, lineage, auditing and monitoring capabilities. The object of the project is to provide necessary engineering support to analytics and application teams so that they can focus on the business logic development. In this project, the major task is to set up the Hadoop cluster and govern all the activities which are required for the smooth functioning of various Hadoop ecosystems. As the day and day data increasing so to provide stability to the ecosystem and smooth working of it, Developing and automating the various requirement specific utilities.

Responsibility 1. Developed proactive Health Check utility for Data Lake. The utility proactively checks the smooth functioning of all Hadoop components on the cluster and sends the result to email in HTML format. The utility is being used for daily Health Checks as well as after upgrades.
2. Getting the data in different formats and processing the data in Hadoop ecosystem after filtering the data using the appropriate techniques.
3. Developed data pipeline utility to ingest data from RDBMS database to Hive external tables using Sqoop commands. The utility also offers the data quality check like row count validation.
4. Developed and automated various cluster health check, usage, capacity related reports using Unix shell scripting.
5. Optimization of hive queries in order to increase the performance and minimize the Hadoop resource utilizations.
6. Creating flume agents to process the data to Hadoop ecosystem side.
7. Performed benchmark testing on the Hive Queries and impala queries.
8. Involved in setting up the cluster and its components like edge node and HA implementation of the services: Hive Server2, Impala, and HDFS.
9. Filtering the required data from available data using different technologies like pig, regex Serde etc.
10. Dataiku benchmark testing on top of impala and hive in compare to Greenplum database.
11. Moving the data from Greenplum database to Hadoop side with help of Sqoop pipeline, process the data to Hadoop side and storing the data into hive tables to do the performance testing.
12. Dealing with the Hadoop ecosystem related issues in order to provide stability to WM Hadoop ecosystem.
13. Rescheduling of job from autosys job hosting to TWS job hosting for better performance.

Declaration:
I herweby declare that the above mentioned information is authentic to the best of my knowledge
company - Tata Consultancy Services
description - Clients: 1. Barclays 2. Union bank of California (UBC) 3. Morgan Stanley (MS)

KEY PROJECTS HANDLED
Project Name ABSA- Reconciliations, UBC and WMDATALAKE COE
company - Tata Consultancy Services
description - Project Description
Migration of data from RDBMS database to Hive (Hadoop ecosystem) . Hadoop platform ability with strong data governance, lineage, auditing and monitoring capabilities. The objective of this project was to speed up the data processing so that the analysis and decision making become easy. Due to RDBMS limitations to process waste amount of data at once and produce the results at the earliest, Client wanted to move the data to Hadoop ecosystem so that they can over-come from those limitations and focus on business improvement only.

Responsibility 1. Optimising the SQL queries for those data which were not required to move from RDBMS to any other platform.
2. Writing the Hive queries and logic to move the data from RDBMS to Hadoop ecosystem.
3. Writing the hive queries to analyse the required data as per the business requirements.
4. Optimization of hive queries in order to increase the performance and minimize the Hadoop resource utilizations.
5. Writing the sqoop commands and scripts to move the data from RDBMS to Hadoop side.
company - Tata Consultancy Services
description - Project Description
Create recs and migrating static setup of reconciliations from 8.1 version to 9.1 version of the environment Intellimatch.

Responsibility 1. Have worked on extracting business requirements, analyzing and implementing them in developing Recs 2. Worked on migrating static setup of reconciliations from 8.1 version to 9.1 version of the environment Intellimatch.
3. Done the back end work where most of the things were related to writing the sql queries and provide the data for the new recs.

Project Name   PSO"

Hadoop,"Technical Skills Programming Languages: C, C++, Java, .Net., J2EE, HTML5, CSS, MapReduce Scripting Languages: Javascript, Python Databases: Oracle (PL-SQL), MY-SQL, IBM DB2 Tools:IBM Rational Rose, R, Weka Operating Systems: Windows XP, Vista, UNIX, Windows 7, Red Hat 7Education Details 
January 2015 B.E  Pimpri Chinchwad, MAHARASHTRA, IN Pimpri Chinchwad College of Engineering
January 2012 Diploma MSBTE  Dnyanganaga Polytechnic
 S.S.C   New English School Takali
Hadoop/Big Data Developer 

Hadoop/Big Data Developer - British Telecom
Skill Details 
APACHE HADOOP MAPREDUCE- Experience - 37 months
MapReduce- Experience - 37 months
MAPREDUCE- Experience - 37 months
JAVA- Experience - 32 months
.NET- Experience - 6 monthsCompany Details 
company - British Telecom
description - Project: British Telecom project (UK)
Responsibilities:
  Working on HDFS, MapReduce, Hive, Spark, Scala, Sqoop, Kerberos etc. technologies
  Implemented various data mining algorithms on Spark like K-means clustering, Random forest, Naive bayes etc.
  A knowledge of installing, configuring, maintaining and securing Hadoop.
company - DXC technology
description - HPE legacy), Bangalore
  Worked on Hadoop + Java programming
  Worked on Azure and AWS (EMR) services.
  Worked on HDInsight Hadoop cluster..
  Design, develop, document and architect Hadoop applications
  Develop MapReduce coding that works seamlessly on Hadoop clusters.
  Analyzing and processing the large data sets on HDFS.
  An analytical bent of mind and ability to learn-unlearn-relearn surely comes in handy."

